epoch,util_gpu,util_mem,mem_used_mib,power_w
1782625973.244,71,5,3698,260.3
1782625973.445,70,5,3698,264.3
1782625973.645,70,5,3698,264.3
1782625973.845,70,5,3698,264.2
1782625974.046,70,5,3698,264.2
1782625974.246,70,5,3698,264.2
1782625974.447,70,5,3698,257.7
1782625974.647,70,5,3698,257.7
1782625974.848,70,5,3698,254.0
1782625975.048,70,5,3698,254.0
1782625975.249,70,5,3698,254.0
1782625975.449,65,5,3698,253.1
1782625975.649,65,5,3698,253.1
1782625975.850,65,5,3698,248.7
1782625976.050,65,5,3698,248.7
1782625976.251,65,5,3698,248.7
1782625976.451,82,6,3698,250.6
1782625976.651,82,6,3698,250.6
1782625976.852,82,6,3698,252.4
1782625977.052,82,6,3698,252.4
1782625977.253,82,6,3698,252.4
1782625977.453,67,5,3698,257.4
1782625977.653,67,5,3698,257.4
1782625977.854,67,5,3698,257.4
1782625978.054,67,5,3698,257.4
1782625978.255,67,5,3698,257.4
1782625978.455,77,6,3698,256.0
1782625978.656,77,6,3698,256.0
1782625978.856,77,6,3698,258.3
1782625979.056,77,6,3698,258.3
1782625979.257,77,6,3698,258.3
1782625979.457,72,5,3698,254.0
1782625979.658,72,5,3698,254.0
1782625979.858,72,5,3698,250.9
1782625980.059,72,5,3698,250.9
1782625980.259,72,5,3698,250.9
1782625980.460,76,6,3698,254.5
1782625980.660,76,6,3698,254.5
1782625980.860,76,6,3698,257.6
1782625981.061,76,6,3698,257.6
1782625981.261,76,6,3698,257.6
1782625981.462,69,5,3698,252.3
1782625981.662,69,5,3698,252.3
1782625981.863,69,5,3698,247.6
1782625982.063,69,5,3698,247.6
1782625982.264,72,6,3698,249.8
1782625982.464,72,6,3698,249.8
1782625982.665,72,6,3698,249.8
1782625982.865,72,6,3698,266.1
1782625983.066,72,6,3698,266.1
1782625983.266,0,0,3698,188.7
1782625983.467,0,0,3698,188.7
1782625983.667,0,0,3698,188.7
1782625983.868,0,0,3698,108.1
1782625984.069,0,0,3698,108.1
1782625984.269,0,0,3698,100.0
1782625984.470,0,0,3698,100.0
1782625984.670,0,0,3698,100.0
1782625984.871,0,0,3698,158.7
