detector,params_M,phase,sid,device,bg_level,sap_5095,sap_50,sap_s,sap_m,sap_l,map_5095,map_s,map_m,map_l,latency_mean,eff_e2e_mean,frame_skip_pct,wall_sec
yolov8x,68.2,ladder,21,GPU,L1_light,0.152,0.3736,0.0288,0.0815,0.295,0.3593,0.0309,0.3905,0.5682,23.1014,23.1993,0.4556,10.8901
yolov8x,68.2,ladder,21,GPU,L1_heavy,0.1419,0.3408,0.0278,0.0732,0.2837,0.3593,0.0309,0.3905,0.5682,26.4373,26.5361,10.7062,12.4563
yolov8x,68.2,ladder,21,GPU,L2_lm,0.1,0.2341,0.0229,0.0367,0.2274,0.3245,0.0281,0.3516,0.508,37.2932,37.3001,69.3299,15.6026
yolov8x,68.2,ladder,21,GPU,L3_vlm,0.0143,0.0495,0.0028,0.003,0.034,0.0309,0.0038,0.0317,0.0512,584.029,499.7308,100.0,15.9925
yolov8x,68.2,ladder,22,GPU,L1_light,0.3531,0.518,0.0261,0.316,0.7425,0.3606,0.0264,0.3188,0.7761,23.2666,23.3182,0.2247,11.0862
yolov8x,68.2,ladder,22,GPU,L1_heavy,0.3512,0.5158,0.0259,0.3159,0.7367,0.3606,0.0264,0.3188,0.7761,26.9798,26.8874,9.6629,12.7818
yolov8x,68.2,ladder,22,GPU,L2_lm,0.3316,0.4997,0.0258,0.3103,0.679,0.3216,0.0234,0.2815,0.6947,37.7156,37.709,73.8462,15.8683
yolov8x,68.2,ladder,22,GPU,L3_vlm,0.2185,0.334,0.0229,0.2467,0.362,0.0312,0.0029,0.0283,0.0606,466.6832,432.2242,100.0,15.9937
yolov8x,68.2,ladder,23,GPU,L1_light,0.2045,0.4005,0.0697,0.2249,0.5213,0.3708,0.1162,0.5184,0.7202,22.8668,22.8627,0.0,10.8693
yolov8x,68.2,ladder,23,GPU,L1_heavy,0.1961,0.3873,0.0659,0.2124,0.5056,0.3708,0.1162,0.5184,0.7202,26.1036,26.0919,7.4157,12.4048
yolov8x,68.2,ladder,23,GPU,L2_lm,0.1232,0.2739,0.0416,0.1306,0.3452,0.3429,0.1092,0.4814,0.6662,35.6937,35.9272,61.2745,15.7489
yolov8x,68.2,ladder,23,GPU,L3_vlm,0.0125,0.0306,0.0003,0.0292,0.0277,0.0306,0.0115,0.0398,0.0541,508.0182,480.5418,100.0,16.3396
