# provenance: {"generated_at": "2026-07-29T18:41:17+09:00", "git_commit": "c37c5bd761fbbe8ea50202b2aca82eb9b17fca1b (pre-commit HEAD)", "alpha": 0.3, "beta": 1.0, "seed": 42, "input_data": ["/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_gpu/performance_gpu_full540.json", "/home/msyu/PycharmProjects/multimodel-scheduling-mobilint/xgboost_model/full_collection_540/cpu_npu/performance_npu_full540.json"], "experiment": "P6 view-level oof"}
platform,combination,model,dev,eff_fps,ratio_raw,target,pred
npu,combination_493,yolo11n,cpu,85.222,0.0292,0.0292,0.0338
npu,combination_493,yolo11s,cpu,44.928,0.0247,0.0247,0.0332
npu,combination_493,yolo11m,cpu,18.106,0.0287,0.0287,0.0331
npu,combination_493,yolo11l,cpu,13.968,0.0286,0.0286,0.0344
npu,combination_493,yolo11x,cpu,7.065,0.0354,0.0354,0.0453
npu,combination_534,mobilenet_v2,npu,907.441,0.0643,0.0643,0.0708
npu,combination_534,resnet50,npu,314.664,0.1843,0.1843,0.2130
npu,combination_534,yolo11n,npu,170.444,0.1374,0.1374,0.2036
npu,combination_534,yolo11s,cpu,44.928,0.0612,0.0612,0.0653
npu,combination_534,yolo11m,cpu,18.106,0.0729,0.0729,0.0728
npu,combination_534,yolo11l,npu,27.936,0.7249,0.7249,0.5821
npu,combination_534,yolo11x,cpu,7.065,0.0778,0.0778,0.0835
npu,combination_519,mobilenet_v2,cpu,814.332,0.0291,0.0291,0.0325
npu,combination_519,resnet50,cpu,157.332,0.0207,0.0207,0.0279
npu,combination_519,yolo11n,cpu,85.222,0.0314,0.0314,0.0375
npu,combination_519,yolo11s,cpu,44.928,0.0289,0.0289,0.0349
npu,combination_519,yolo11m,cpu,18.106,0.0315,0.0315,0.0375
npu,combination_519,yolo11l,npu,27.936,0.4188,0.4188,0.4511
npu,combination_519,yolo11x,cpu,7.065,0.0410,0.0410,0.0400
npu,combination_515,mobilenet_v2,cpu,814.332,0.0425,0.0425,0.0402
npu,combination_515,resnet50,npu,235.998,0.2150,0.2150,0.2383
npu,combination_515,yolo11n,npu,127.833,0.1655,0.1655,0.2639
npu,combination_515,yolo11s,cpu,44.928,0.0425,0.0425,0.0485
npu,combination_515,yolo11m,npu,27.159,0.6760,0.6760,0.6227
npu,combination_515,yolo11l,cpu,13.968,0.0444,0.0444,0.0522
npu,combination_515,yolo11x,cpu,7.065,0.0552,0.0552,0.0605
npu,combination_532,mobilenet_v2,cpu,814.332,0.0327,0.0327,0.0365
npu,combination_532,resnet50,npu,314.664,0.1454,0.1454,0.1949
npu,combination_532,yolo11n,cpu,85.222,0.0395,0.0395,0.0422
npu,combination_532,yolo11s,cpu,44.928,0.0334,0.0334,0.0402
npu,combination_532,yolo11m,cpu,18.106,0.0403,0.0403,0.0450
npu,combination_532,yolo11l,cpu,13.968,0.0394,0.0394,0.0432
npu,combination_532,yolo11x,npu,14.130,0.7742,0.7742,0.7683
npu,combination_501,mobilenet_v2,npu,907.441,0.0464,0.0464,0.0542
npu,combination_501,resnet50,cpu,157.332,0.0233,0.0233,0.0282
npu,combination_501,yolo11n,cpu,85.222,0.0337,0.0337,0.0348
npu,combination_501,yolo11s,cpu,44.928,0.0256,0.0256,0.0341
npu,combination_501,yolo11m,cpu,18.106,0.0342,0.0342,0.0349
npu,combination_501,yolo11l,cpu,13.968,0.0301,0.0301,0.0347
npu,combination_501,yolo11x,cpu,7.065,0.0396,0.0396,0.0427
npu,combination_526,mobilenet_v2,cpu,814.332,0.0355,0.0355,0.0365
npu,combination_526,resnet50,cpu,157.332,0.0238,0.0238,0.0308
npu,combination_526,yolo11n,npu,170.444,0.1132,0.1132,0.1708
npu,combination_526,yolo11s,cpu,44.928,0.0345,0.0345,0.0402
npu,combination_526,yolo11m,cpu,18.106,0.0398,0.0398,0.0450
npu,combination_526,yolo11l,cpu,13.968,0.0430,0.0430,0.0432
npu,combination_526,yolo11x,npu,14.130,0.8160,0.8160,0.7712
npu,combination_506,mobilenet_v2,cpu,814.332,0.1134,0.1134,0.1093
npu,combination_506,resnet50,npu,235.998,0.3839,0.3839,0.3454
npu,combination_506,yolo11n,npu,127.833,0.2608,0.2608,0.3757
npu,combination_506,yolo11s,npu,67.392,0.4831,0.4831,0.4455
npu,combination_506,yolo11m,npu,27.159,0.9179,0.9179,0.7547
npu,combination_506,yolo11l,npu,20.952,0.9364,0.9364,0.8261
npu,combination_506,yolo11x,npu,10.598,0.9521,0.9521,0.9053
npu,combination_535,mobilenet_v2,npu,907.441,0.0755,0.0755,0.0720
npu,combination_535,resnet50,npu,314.664,0.2173,0.2173,0.2237
npu,combination_535,yolo11n,npu,170.444,0.1710,0.1710,0.2107
npu,combination_535,yolo11s,cpu,44.928,0.0926,0.0926,0.1118
npu,combination_535,yolo11m,npu,36.212,0.6995,0.6995,0.5899
npu,combination_535,yolo11l,npu,27.936,0.8265,0.8265,0.6603
npu,combination_535,yolo11x,cpu,7.065,0.1345,0.1345,0.1460
npu,combination_524,mobilenet_v2,npu,907.441,0.1010,0.1010,0.0759
npu,combination_524,resnet50,cpu,157.332,0.2799,0.2799,0.3562
npu,combination_524,yolo11n,npu,170.444,0.2112,0.2112,0.2800
npu,combination_524,yolo11s,npu,89.856,0.3659,0.3659,0.4180
npu,combination_524,yolo11m,npu,36.212,0.8655,0.8655,0.6196
npu,combination_524,yolo11l,npu,27.936,0.8928,0.8928,0.6918
npu,combination_524,yolo11x,npu,14.130,0.9236,0.9236,0.9003
npu,combination_470,mobilenet_v2,npu,814.332,0.1668,0.1668,0.1531
npu,combination_470,resnet50,npu,157.332,0.7501,0.7501,0.7425
npu,combination_470,yolo11n,npu,85.222,0.8035,0.8035,0.7840
npu,combination_470,yolo11s,npu,44.928,0.9255,0.9255,0.8288
npu,combination_470,yolo11m,npu,18.106,0.9665,0.9665,0.9445
npu,combination_470,yolo11l,npu,13.968,0.9744,0.9744,0.9740
npu,combination_470,yolo11x,npu,7.065,0.9922,0.9922,0.9769
npu,combination_476,mobilenet_v2,npu,814.332,0.1150,0.1150,0.1118
npu,combination_476,resnet50,cpu,157.332,0.3125,0.3125,0.3521
npu,combination_476,yolo11n,npu,85.222,0.4467,0.4467,0.4699
npu,combination_476,yolo11s,npu,44.928,0.8024,0.8024,0.7529
npu,combination_476,yolo11m,npu,18.106,0.9212,0.9212,0.9128
npu,combination_476,yolo11l,npu,13.968,0.9357,0.9357,0.9352
npu,combination_476,yolo11x,npu,7.065,0.9809,0.9809,0.9406
npu,combination_520,mobilenet_v2,npu,907.441,0.0531,0.0531,0.0649
npu,combination_520,resnet50,cpu,157.332,0.0275,0.0275,0.0330
npu,combination_520,yolo11n,npu,170.444,0.1102,0.1102,0.1809
npu,combination_520,yolo11s,cpu,44.928,0.0325,0.0325,0.0434
npu,combination_520,yolo11m,cpu,18.106,0.0381,0.0381,0.0467
npu,combination_520,yolo11l,cpu,13.968,0.0401,0.0401,0.0456
npu,combination_520,yolo11x,cpu,7.065,0.0410,0.0410,0.0475
npu,combination_479,mobilenet_v2,cpu,814.332,0.0424,0.0424,0.0410
npu,combination_479,resnet50,npu,157.332,0.2820,0.2820,0.3482
npu,combination_479,yolo11n,npu,85.222,0.2319,0.2319,0.2752
npu,combination_479,yolo11s,npu,44.928,0.3722,0.3722,0.4817
npu,combination_479,yolo11m,cpu,18.106,0.0519,0.0519,0.0546
npu,combination_479,yolo11l,cpu,13.968,0.0501,0.0501,0.0530
npu,combination_479,yolo11x,cpu,7.065,0.0609,0.0609,0.0908
npu,combination_472,mobilenet_v2,npu,814.332,0.0566,0.0566,0.0761
npu,combination_472,resnet50,cpu,157.332,0.0270,0.0270,0.0261
npu,combination_472,yolo11n,npu,85.222,0.2099,0.2099,0.2672
npu,combination_472,yolo11s,cpu,44.928,0.0334,0.0334,0.0388
npu,combination_472,yolo11m,cpu,18.106,0.0348,0.0348,0.0433
npu,combination_472,yolo11l,cpu,13.968,0.0394,0.0394,0.0425
npu,combination_472,yolo11x,cpu,7.065,0.0467,0.0467,0.0722
npu,combination_503,mobilenet_v2,cpu,814.332,0.0390,0.0390,0.0402
npu,combination_503,resnet50,npu,235.998,0.2198,0.2198,0.2382
npu,combination_503,yolo11n,npu,127.833,0.1545,0.1545,0.2669
npu,combination_503,yolo11s,npu,67.392,0.3339,0.3339,0.3198
npu,combination_503,yolo11m,cpu,18.106,0.0492,0.0492,0.0537
npu,combination_503,yolo11l,cpu,13.968,0.0494,0.0494,0.0522
npu,combination_503,yolo11x,cpu,7.065,0.0623,0.0623,0.0605
npu,combination_522,mobilenet_v2,cpu,814.332,0.0473,0.0473,0.0512
npu,combination_522,resnet50,npu,314.664,0.1815,0.1815,0.2082
npu,combination_522,yolo11n,cpu,85.222,0.0624,0.0624,0.0635
npu,combination_522,yolo11s,npu,89.856,0.2530,0.2530,0.3477
npu,combination_522,yolo11m,npu,36.212,0.6550,0.6550,0.4871
npu,combination_522,yolo11l,cpu,13.968,0.0780,0.0780,0.0698
npu,combination_522,yolo11x,npu,14.130,0.8033,0.8033,0.8334
npu,combination_487,mobilenet_v2,npu,814.332,0.0895,0.0895,0.1030
npu,combination_487,resnet50,npu,157.332,0.4448,0.4448,0.4898
npu,combination_487,yolo11n,npu,85.222,0.3415,0.3415,0.4387
npu,combination_487,yolo11s,cpu,44.928,0.0935,0.0935,0.1063
npu,combination_487,yolo11m,npu,18.106,0.8644,0.8644,0.8999
npu,combination_487,yolo11l,npu,13.968,0.8842,0.8842,0.9160
npu,combination_487,yolo11x,cpu,7.065,0.1458,0.1458,0.1471
npu,combination_517,mobilenet_v2,cpu,814.332,0.0267,0.0267,0.0311
npu,combination_517,resnet50,cpu,157.332,0.0179,0.0179,0.0181
npu,combination_517,yolo11n,cpu,85.222,0.0293,0.0293,0.0336
npu,combination_517,yolo11s,cpu,44.928,0.0240,0.0240,0.0325
npu,combination_517,yolo11m,cpu,18.106,0.0298,0.0298,0.0303
npu,combination_517,yolo11l,cpu,13.968,0.0279,0.0279,0.0330
npu,combination_517,yolo11x,cpu,7.065,0.0354,0.0354,0.0448
npu,combination_490,mobilenet_v2,cpu,814.332,0.0343,0.0343,0.0351
npu,combination_490,resnet50,npu,157.332,0.3189,0.3189,0.3470
npu,combination_490,yolo11n,npu,85.222,0.2227,0.2227,0.2590
npu,combination_490,yolo11s,cpu,44.928,0.0352,0.0352,0.0395
npu,combination_490,yolo11m,cpu,18.106,0.0409,0.0409,0.0440
npu,combination_490,yolo11l,cpu,13.968,0.0379,0.0379,0.0430
npu,combination_490,yolo11x,cpu,7.065,0.0410,0.0410,0.0727
npu,combination_495,mobilenet_v2,cpu,814.332,0.0252,0.0252,0.0324
npu,combination_495,resnet50,cpu,157.332,0.0233,0.0233,0.0284
npu,combination_495,yolo11n,cpu,85.222,0.0348,0.0348,0.0362
npu,combination_495,yolo11s,cpu,44.928,0.0285,0.0285,0.0356
npu,combination_495,yolo11m,cpu,18.106,0.0342,0.0342,0.0377
npu,combination_495,yolo11l,npu,20.952,0.6061,0.6061,0.6354
npu,combination_495,yolo11x,cpu,7.065,0.0326,0.0326,0.0422
npu,combination_486,mobilenet_v2,npu,814.332,0.0678,0.0678,0.0984
npu,combination_486,resnet50,npu,157.332,0.3456,0.3456,0.3951
npu,combination_486,yolo11n,npu,85.222,0.3203,0.3203,0.3266
npu,combination_486,yolo11s,cpu,44.928,0.0588,0.0588,0.0645
npu,combination_486,yolo11m,cpu,18.106,0.0712,0.0712,0.0715
npu,combination_486,yolo11l,npu,13.968,0.8383,0.8383,0.8672
npu,combination_486,yolo11x,cpu,7.065,0.0793,0.0793,0.1081
npu,combination_540,mobilenet_v2,npu,907.441,0.0654,0.0654,0.0710
npu,combination_540,resnet50,cpu,157.332,0.0452,0.0452,0.0505
npu,combination_540,yolo11n,npu,170.444,0.1418,0.1418,0.2042
npu,combination_540,yolo11s,cpu,44.928,0.0539,0.0539,0.0646
npu,combination_540,yolo11m,npu,36.212,0.6249,0.6249,0.4988
npu,combination_540,yolo11l,npu,27.936,0.7202,0.7202,0.5811
npu,combination_540,yolo11x,cpu,7.065,0.0878,0.0878,0.0831
npu,combination_475,mobilenet_v2,npu,814.332,0.0911,0.0911,0.0930
npu,combination_475,resnet50,cpu,157.332,0.0789,0.0789,0.0741
npu,combination_475,yolo11n,cpu,85.222,0.1324,0.1324,0.1121
npu,combination_475,yolo11s,npu,44.928,0.6412,0.6412,0.6532
npu,combination_475,yolo11m,npu,18.106,0.8715,0.8715,0.8950
npu,combination_475,yolo11l,npu,13.968,0.8863,0.8863,0.9149
npu,combination_475,yolo11x,npu,7.065,0.9257,0.9257,0.9189
npu,combination_513,mobilenet_v2,cpu,814.332,0.0281,0.0281,0.0326
npu,combination_513,resnet50,npu,235.998,0.1717,0.1717,0.2346
npu,combination_513,yolo11n,cpu,85.222,0.0305,0.0305,0.0363
npu,combination_513,yolo11s,cpu,44.928,0.0278,0.0278,0.0356
npu,combination_513,yolo11m,cpu,18.106,0.0342,0.0342,0.0376
npu,combination_513,yolo11l,cpu,13.968,0.0329,0.0329,0.0369
npu,combination_513,yolo11x,cpu,7.065,0.0396,0.0396,0.0425
npu,combination_516,mobilenet_v2,npu,907.441,0.0718,0.0718,0.0733
npu,combination_516,resnet50,cpu,157.332,0.0482,0.0482,0.0536
npu,combination_516,yolo11n,npu,127.833,0.2039,0.2039,0.2925
npu,combination_516,yolo11s,cpu,44.928,0.0503,0.0503,0.0680
npu,combination_516,yolo11m,npu,27.159,0.7526,0.7526,0.6800
npu,combination_516,yolo11l,npu,20.952,0.7971,0.7971,0.7577
npu,combination_516,yolo11x,cpu,7.065,0.0906,0.0906,0.0860
npu,combination_508,mobilenet_v2,cpu,814.332,0.0336,0.0336,0.0366
npu,combination_508,resnet50,npu,235.998,0.1964,0.1964,0.2187
npu,combination_508,yolo11n,cpu,85.222,0.0390,0.0390,0.0416
npu,combination_508,yolo11s,cpu,44.928,0.0336,0.0336,0.0415
npu,combination_508,yolo11m,cpu,18.106,0.0409,0.0409,0.0450
npu,combination_508,yolo11l,cpu,13.968,0.0394,0.0394,0.0439
npu,combination_508,yolo11x,npu,10.598,0.8228,0.8228,0.8057
npu,combination_530,mobilenet_v2,cpu,814.332,0.1120,0.1120,0.1097
npu,combination_530,resnet50,npu,314.664,0.2864,0.2864,0.2855
npu,combination_530,yolo11n,npu,170.444,0.1892,0.1892,0.2800
npu,combination_530,yolo11s,npu,89.856,0.3562,0.3562,0.4137
npu,combination_530,yolo11m,npu,36.212,0.7981,0.7981,0.5929
npu,combination_530,yolo11l,npu,27.936,0.9103,0.9103,0.6693
npu,combination_530,yolo11x,npu,14.130,0.9427,0.9427,0.8882
npu,combination_507,mobilenet_v2,cpu,814.332,0.0285,0.0285,0.0324
npu,combination_507,resnet50,cpu,157.332,0.0168,0.0168,0.0284
npu,combination_507,yolo11n,cpu,85.222,0.0340,0.0340,0.0362
npu,combination_507,yolo11s,cpu,44.928,0.0280,0.0280,0.0356
npu,combination_507,yolo11m,npu,27.159,0.4536,0.4536,0.5457
npu,combination_507,yolo11l,cpu,13.968,0.0336,0.0336,0.0367
npu,combination_507,yolo11x,cpu,7.065,0.0410,0.0410,0.0422
npu,combination_482,mobilenet_v2,cpu,814.332,0.1184,0.1184,0.1151
npu,combination_482,resnet50,npu,157.332,0.5696,0.5696,0.4986
npu,combination_482,yolo11n,npu,85.222,0.4121,0.4121,0.4324
npu,combination_482,yolo11s,npu,44.928,0.7590,0.7590,0.7339
npu,combination_482,yolo11m,npu,18.106,0.9433,0.9433,0.9163
npu,combination_482,yolo11l,npu,13.968,0.9572,0.9572,0.9403
npu,combination_482,yolo11x,npu,7.065,0.9880,0.9880,0.9457
npu,combination_525,mobilenet_v2,npu,907.441,0.0442,0.0442,0.0518
npu,combination_525,resnet50,cpu,157.332,0.0211,0.0211,0.0284
npu,combination_525,yolo11n,cpu,85.222,0.0323,0.0323,0.0343
npu,combination_525,yolo11s,cpu,44.928,0.0267,0.0267,0.0333
npu,combination_525,yolo11m,cpu,18.106,0.0337,0.0337,0.0347
npu,combination_525,yolo11l,cpu,13.968,0.0315,0.0315,0.0350
npu,combination_525,yolo11x,cpu,7.065,0.0382,0.0382,0.0407
npu,combination_538,mobilenet_v2,cpu,814.332,0.0338,0.0338,0.0369
npu,combination_538,resnet50,npu,314.664,0.1514,0.1514,0.1953
npu,combination_538,yolo11n,npu,170.444,0.1159,0.1159,0.1777
npu,combination_538,yolo11s,cpu,44.928,0.0347,0.0347,0.0408
npu,combination_538,yolo11m,cpu,18.106,0.0414,0.0414,0.0453
npu,combination_538,yolo11l,cpu,13.968,0.0358,0.0358,0.0435
npu,combination_538,yolo11x,cpu,7.065,0.0382,0.0382,0.0474
npu,combination_523,mobilenet_v2,npu,907.441,0.0761,0.0761,0.0729
npu,combination_523,resnet50,cpu,157.332,0.0784,0.0784,0.0820
npu,combination_523,yolo11n,cpu,85.222,0.1141,0.1141,0.1113
npu,combination_523,yolo11s,npu,89.856,0.3478,0.3478,0.3691
npu,combination_523,yolo11m,npu,36.212,0.7003,0.7003,0.5855
npu,combination_523,yolo11l,npu,27.936,0.8255,0.8255,0.6575
npu,combination_523,yolo11x,npu,14.130,0.8648,0.8648,0.8790
npu,combination_502,mobilenet_v2,cpu,814.332,0.0348,0.0348,0.0366
npu,combination_502,resnet50,cpu,157.332,0.0280,0.0280,0.0314
npu,combination_502,yolo11n,npu,127.833,0.1417,0.1417,0.2423
npu,combination_502,yolo11s,cpu,44.928,0.0296,0.0296,0.0415
npu,combination_502,yolo11m,cpu,18.106,0.0409,0.0409,0.0450
npu,combination_502,yolo11l,cpu,13.968,0.0401,0.0401,0.0439
npu,combination_502,yolo11x,npu,10.598,0.8313,0.8313,0.8033
npu,combination_509,mobilenet_v2,cpu,814.332,0.0412,0.0412,0.0401
npu,combination_509,resnet50,cpu,157.332,0.0364,0.0364,0.0362
npu,combination_509,yolo11n,cpu,85.222,0.0503,0.0503,0.0485
npu,combination_509,yolo11s,npu,67.392,0.2825,0.2825,0.3164
npu,combination_509,yolo11m,npu,27.159,0.6278,0.6278,0.6092
npu,combination_509,yolo11l,cpu,13.968,0.0508,0.0508,0.0520
npu,combination_509,yolo11x,npu,10.598,0.8237,0.8237,0.8268
npu,combination_489,mobilenet_v2,cpu,814.332,0.0275,0.0275,0.0328
npu,combination_489,resnet50,npu,157.332,0.2557,0.2557,0.3424
npu,combination_489,yolo11n,cpu,85.222,0.0340,0.0340,0.0378
npu,combination_489,yolo11s,cpu,44.928,0.0292,0.0292,0.0367
npu,combination_489,yolo11m,cpu,18.106,0.0342,0.0342,0.0385
npu,combination_489,yolo11l,cpu,13.968,0.0301,0.0301,0.0379
npu,combination_489,yolo11x,cpu,7.065,0.0396,0.0396,0.0698
npu,combination_477,mobilenet_v2,npu,814.332,0.0474,0.0474,0.0612
npu,combination_477,resnet50,cpu,157.332,0.0224,0.0224,0.0288
npu,combination_477,yolo11n,cpu,85.222,0.0326,0.0326,0.0364
npu,combination_477,yolo11s,cpu,44.928,0.0263,0.0263,0.0351
npu,combination_477,yolo11m,cpu,18.106,0.0331,0.0331,0.0372
npu,combination_477,yolo11l,cpu,13.968,0.0322,0.0322,0.0386
npu,combination_477,yolo11x,cpu,7.065,0.0396,0.0396,0.0683
npu,combination_510,mobilenet_v2,npu,907.441,0.0635,0.0635,0.0746
npu,combination_510,resnet50,npu,235.998,0.2447,0.2447,0.2760
npu,combination_510,yolo11n,npu,127.833,0.1857,0.1857,0.3011
npu,combination_510,yolo11s,cpu,44.928,0.0574,0.0574,0.0688
npu,combination_510,yolo11m,cpu,18.106,0.0718,0.0718,0.0728
npu,combination_510,yolo11l,npu,20.952,0.8076,0.8076,0.7903
npu,combination_510,yolo11x,cpu,7.065,0.0821,0.0821,0.0882
npu,combination_471,mobilenet_v2,cpu,814.332,0.0244,0.0244,0.0390
npu,combination_471,resnet50,cpu,157.332,0.0236,0.0236,0.0416
npu,combination_471,yolo11n,cpu,85.222,0.0339,0.0339,0.0416
npu,combination_471,yolo11s,cpu,44.928,0.0267,0.0267,0.0417
npu,combination_471,yolo11m,cpu,18.106,0.0342,0.0342,0.0483
npu,combination_471,yolo11l,npu,13.968,0.7904,0.7904,0.7842
npu,combination_471,yolo11x,cpu,7.065,0.0410,0.0410,0.0819
npu,combination_527,mobilenet_v2,cpu,814.332,0.0324,0.0324,0.0400
npu,combination_527,resnet50,npu,314.664,0.1444,0.1444,0.1968
npu,combination_527,yolo11n,npu,170.444,0.1314,0.1314,0.1825
npu,combination_527,yolo11s,npu,89.856,0.2152,0.2152,0.3220
npu,combination_527,yolo11m,cpu,18.106,0.0519,0.0519,0.0536
npu,combination_527,yolo11l,cpu,13.968,0.0494,0.0494,0.0520
npu,combination_527,yolo11x,cpu,7.065,0.0623,0.0623,0.0580
npu,combination_499,mobilenet_v2,npu,907.441,0.0815,0.0815,0.0725
npu,combination_499,resnet50,cpu,157.332,0.0851,0.0851,0.0800
npu,combination_499,yolo11n,cpu,85.222,0.1098,0.1098,0.1145
npu,combination_499,yolo11s,npu,67.392,0.4225,0.4225,0.4648
npu,combination_499,yolo11m,npu,27.159,0.8483,0.8483,0.7048
npu,combination_499,yolo11l,npu,20.952,0.8644,0.8644,0.8149
npu,combination_499,yolo11x,npu,10.598,0.9077,0.9077,0.8931
npu,combination_512,mobilenet_v2,npu,907.441,0.1055,0.1055,0.0835
npu,combination_512,resnet50,npu,235.998,0.4055,0.4055,0.3687
npu,combination_512,yolo11n,cpu,85.222,0.3805,0.3805,0.4175
npu,combination_512,yolo11s,npu,67.392,0.5343,0.5343,0.4807
npu,combination_512,yolo11m,npu,27.159,0.8980,0.8980,0.7723
npu,combination_512,yolo11l,npu,20.952,0.9102,0.9102,0.8395
npu,combination_512,yolo11x,npu,10.598,0.9473,0.9473,0.9136
npu,combination_496,mobilenet_v2,npu,907.441,0.0483,0.0483,0.0657
npu,combination_496,resnet50,cpu,157.332,0.0262,0.0262,0.0314
npu,combination_496,yolo11n,npu,127.833,0.1385,0.1385,0.2522
npu,combination_496,yolo11s,cpu,44.928,0.0345,0.0345,0.0411
npu,combination_496,yolo11m,cpu,18.106,0.0409,0.0409,0.0439
npu,combination_496,yolo11l,cpu,13.968,0.0351,0.0351,0.0428
npu,combination_496,yolo11x,cpu,7.065,0.0481,0.0481,0.0481
npu,combination_492,mobilenet_v2,npu,814.332,0.0746,0.0746,0.0942
npu,combination_492,resnet50,cpu,157.332,0.0463,0.0463,0.0476
npu,combination_492,yolo11n,npu,85.222,0.3046,0.3046,0.3243
npu,combination_492,yolo11s,cpu,44.928,0.0554,0.0554,0.0645
npu,combination_492,yolo11m,npu,18.106,0.8494,0.8494,0.8542
npu,combination_492,yolo11l,npu,13.968,0.8670,0.8670,0.8707
npu,combination_492,yolo11x,cpu,7.065,0.0906,0.0906,0.1081
npu,combination_494,mobilenet_v2,npu,907.441,0.1465,0.1465,0.1212
npu,combination_494,resnet50,npu,235.998,0.5632,0.5632,0.4802
npu,combination_494,yolo11n,npu,127.833,0.4841,0.4841,0.5718
npu,combination_494,yolo11s,npu,67.392,0.8905,0.8905,0.7633
npu,combination_494,yolo11m,npu,27.159,0.9514,0.9514,0.8178
npu,combination_494,yolo11l,npu,20.952,0.9574,0.9574,0.8750
npu,combination_494,yolo11x,npu,10.598,0.9775,0.9775,0.9691
npu,combination_478,mobilenet_v2,cpu,814.332,0.0355,0.0355,0.0349
npu,combination_478,resnet50,cpu,157.332,0.0275,0.0275,0.0292
npu,combination_478,yolo11n,npu,85.222,0.2042,0.2042,0.2449
npu,combination_478,yolo11s,cpu,44.928,0.0354,0.0354,0.0395
npu,combination_478,yolo11m,cpu,18.106,0.0409,0.0409,0.0437
npu,combination_478,yolo11l,cpu,13.968,0.0358,0.0358,0.0428
npu,combination_478,yolo11x,npu,7.065,0.8846,0.8846,0.8061
npu,combination_498,mobilenet_v2,cpu,814.332,0.0555,0.0555,0.0534
npu,combination_498,resnet50,npu,235.998,0.2413,0.2413,0.2629
npu,combination_498,yolo11n,cpu,85.222,0.0632,0.0632,0.0682
npu,combination_498,yolo11s,npu,67.392,0.3538,0.3538,0.3486
npu,combination_498,yolo11m,npu,27.159,0.7368,0.7368,0.7075
npu,combination_498,yolo11l,cpu,13.968,0.0745,0.0745,0.0721
npu,combination_498,yolo11x,npu,10.598,0.8162,0.8162,0.8711
npu,combination_484,mobilenet_v2,cpu,814.332,0.0373,0.0373,0.0350
npu,combination_484,resnet50,npu,157.332,0.2820,0.2820,0.3415
npu,combination_484,yolo11n,cpu,85.222,0.0352,0.0352,0.0414
npu,combination_484,yolo11s,cpu,44.928,0.0345,0.0345,0.0396
npu,combination_484,yolo11m,cpu,18.106,0.0420,0.0420,0.0438
npu,combination_484,yolo11l,cpu,13.968,0.0401,0.0401,0.0428
npu,combination_484,yolo11x,npu,7.065,0.8832,0.8832,0.8067
npu,combination_81,resnet50,cpu,157.332,0.0503,0.0503,0.0514
npu,combination_81,yolo11l,cpu,13.968,0.0766,0.0766,0.0739
npu,combination_116,resnet50,npu,471.996,0.1614,0.1614,0.1873
npu,combination_116,yolo11x,npu,21.195,0.8733,0.8733,0.6751
npu,combination_111,resnet50,npu,314.664,0.1977,0.1977,0.2149
npu,combination_111,yolo11x,cpu,7.065,0.6539,0.6539,0.6692
npu,combination_9,resnet50,cpu,157.332,0.0533,0.0533,0.0528
npu,combination_9,yolo11n,cpu,85.222,0.0726,0.0726,0.0720
npu,combination_101,resnet50,cpu,157.332,0.0852,0.0852,0.0819
npu,combination_101,yolo11x,cpu,7.065,0.1614,0.1614,0.1523
npu,combination_66,resnet50,cpu,157.332,0.0972,0.0972,0.0985
npu,combination_66,yolo11m,npu,54.318,0.4383,0.4383,0.5079
npu,combination_97,resnet50,cpu,157.332,0.0501,0.0501,0.0527
npu,combination_97,yolo11x,cpu,7.065,0.0962,0.0962,0.0903
npu,combination_120,resnet50,npu,471.996,0.0828,0.0828,0.1122
npu,combination_120,yolo11x,npu,21.195,0.7280,0.7280,0.5018
npu,combination_41,resnet50,cpu,157.332,0.0554,0.0554,0.0518
npu,combination_41,yolo11s,cpu,44.928,0.0683,0.0683,0.0690
npu,combination_90,resnet50,cpu,157.332,0.1000,0.1000,0.0994
npu,combination_90,yolo11l,npu,41.904,0.5391,0.5391,0.5925
npu,combination_87,resnet50,npu,314.664,0.1969,0.1969,0.2018
npu,combination_87,yolo11l,cpu,13.968,0.6214,0.6214,0.6209
npu,combination_92,resnet50,npu,471.996,0.1750,0.1750,0.1723
npu,combination_92,yolo11l,npu,41.904,0.6670,0.6670,0.6784
npu,combination_60,resnet50,npu,314.664,0.2950,0.2950,0.3069
npu,combination_60,yolo11m,npu,36.212,0.7575,0.7575,0.7603
npu,combination_73,resnet50,cpu,157.332,0.0494,0.0494,0.0515
npu,combination_73,yolo11l,cpu,13.968,0.0752,0.0752,0.0788
npu,combination_71,resnet50,npu,471.996,0.1076,0.1076,0.1114
npu,combination_71,yolo11m,cpu,18.106,0.5932,0.5932,0.5422
npu,combination_57,resnet50,cpu,157.332,0.0500,0.0500,0.0528
