size,fp32_score,int8_score
large,0.756377399,0.5
large,0.9009711146,0.9034739137
large,0.7707111239,0.7228156328
large,0.8952624202,0.8717971444
large,0.7895742059,0.7228156328
large,0.9030426741,0.8717971444
large,0.7918038964,0.7228156328
large,0.8972501755,0.9034739137
large,0.7962386012,0.7821026444
large,0.8963510394,0.8717971444
large,0.737455368,0.6545230746
large,0.9165068865,0.9034739137
large,0.7478427887,0.6545230746
large,0.9218147993,0.9034739137
large,0.7509459257,0.579200089
large,0.9252414107,0.8717971444
large,0.7517336011,0.6545230746
large,0.9143349528,0.9034739137
large,0.5628132224,0.2771843374
large,0.9090567827,0.8717971444
large,0.9101679921,0.9034739137
large,0.9190726876,0.9034739137
large,0.9086894989,0.9034739137
large,0.9294067621,0.9034739137
large,0.9224954247,0.9034739137
large,0.9073666334,0.9034739137
large,0.8997005224,0.8717971444
large,0.9062611461,0.8717971444
large,0.9094464183,0.9034739137
large,0.9078902602,0.9034739137
large,0.9048544765,0.8717971444
large,0.7443960309,0.6083088517
large,0.8606973886,0.7228156328
large,0.8035215139,0.7503580451
large,0.7379238605,0.6593308449
large,0.7776824832,0.7821026444
large,0.8254882097,0.789286077
large,0.8194575906,0.789286077
large,0.8070541024,0.8533143997
large,0.8301742673,0.8235710263
large,0.8323443532,0.8235710263
large,0.7832238674,0.7228156328
large,0.7713926435,0.7069088221
large,0.7389916778,0.7503580451
large,0.7837393284,0.7503580451
large,0.75623101,0.7228156328
large,0.8031302691,0.789286077
large,0.8300842643,0.8316619992
large,0.8650025725,0.8235710263
large,0.8833573461,0.8316619992
large,0.8800247312,0.8235710263
large,0.8881085515,0.8533143997
large,0.8620119691,0.8533143997
large,0.8745200634,0.8533143997
large,0.8775013089,0.8533143997
large,0.8812395334,0.8533143997
large,0.8791940212,0.8533143997
large,0.8670563698,0.8533143997
large,0.884491086,0.8316619992
large,0.8585401773,0.7821026444
large,0.8639886975,0.7821026444
large,0.859066546,0.8316619992
large,0.8729978204,0.8316619992
large,0.8477169275,0.8316619992
large,0.859986186,0.8316619992
large,0.8688653111,0.8316619992
large,0.8850497603,0.8717971444
large,0.8522846103,0.7821026444
large,0.8485121727,0.8316619992
large,0.8274597526,0.8316619992
large,0.8841430545,0.8717971444
large,0.8424745798,0.8316619992
large,0.8880855441,0.8717971444
large,0.8831445575,0.8717971444
large,0.4701010883,0.3916911483
large,0.5011343956,0.2737150788
large,0.6774615645,0.7821026444
large,0.4930442274,0.3247798979
large,0.7144991159,0.8316619992
large,0.5702002645,0.5
large,0.7037189007,0.6078406572
large,0.5209990144,0.3916911483
large,0.4531335235,0.6677176952
large,0.6895461082,0.392159313
large,0.6230031252,0.7069088221
large,0.5136260986,0.8316619992
large,0.6127251387,0.3247798979
large,0.6982287765,0.8717971444
large,0.6801060438,0.7228156328
large,0.6880579591,0.8717971444
large,0.649287641,0.7228156328
large,0.7675230503,0.5
large,0.7114069462,0.8902837038
large,0.5386884212,0.6083088517
large,0.800591886,0.6078406572
large,0.6848928928,0.8359487057
large,0.55704844,0.5
large,0.8164623976,0.7060942054
large,0.7148481607,0.8359487057
large,0.6558030844,0.6593308449
large,0.844183147,0.8523281217
large,0.8220101595,0.8015103936
large,0.7096844316,0.789286077
large,0.8620738387,0.8523281217
large,0.829841733,0.789286077
large,0.7426197529,0.8015103936
large,0.8597505093,0.7883042693
large,0.8499703407,0.8316619992
large,0.7359080911,0.8902837038
large,0.8522535563,0.7883042693
large,0.8421752453,0.8359487057
large,0.8327489495,0.8533143997
large,0.8425372839,0.6078406572
large,0.9091530442,0.8902837038
large,0.8469324708,0.8787813783
large,0.8467547297,0.7883042693
large,0.9247710109,0.9110293388
large,0.8318660259,0.8787813783
large,0.9177747369,0.9110293388
large,0.8402196765,0.8533143997
large,0.7958853245,0.789286077
large,0.7779114246,0.7883042693
large,0.9223576784,0.9281688333
large,0.8863223195,0.8717971444
large,0.8076241016,0.7883042693
large,0.9175130725,0.8902837038
large,0.8857601881,0.8717971444
large,0.8120085001,0.7503580451
large,0.8224290013,0.6078406572
large,0.9227426052,0.9422159791
large,0.8901165724,0.8717971444
large,0.7906653285,0.789286077
large,0.8404946923,0.7883042693
large,0.9066784382,0.9110293388
large,0.9043790102,0.8717971444
large,0.8100435138,0.789286077
large,0.8377074599,0.6078406572
large,0.9030641317,0.8717971444
large,0.9015159011,0.9110293388
large,0.775242269,0.789286077
large,0.8593245745,0.7883042693
large,0.9026737809,0.9034739137
large,0.894551754,0.9110293388
large,0.7912288904,0.7821026444
large,0.8669751287,0.6078406572
large,0.8968479633,0.8717971444
large,0.8474998474,0.789286077
large,0.6507837772,0.6677176952
large,0.9085865617,0.9034739137
large,0.8391507864,0.8235710263
large,0.3641380668,0.4421041608
large,0.8577884436,0.392159313
large,0.9277714491,0.9110293388
large,0.9096495509,0.8717971444
large,0.8577455878,0.8235710263
large,0.937071085,0.9110293388
large,0.9077293873,0.9034739137
large,0.8494409323,0.8235710263
large,0.9359724522,0.9110293388
large,0.9008743763,0.9034739137
large,0.867185533,0.8235710263
large,0.9402783513,0.9110293388
large,0.9089730978,0.9034739137
large,0.8989339471,0.8533143997
large,0.9279389381,0.8902837038
large,0.9244594574,0.9034739137
large,0.8940338492,0.8533143997
large,0.9188685417,0.9034739137
large,0.9173505306,0.8654152155
large,0.8787869811,0.8316619992
large,0.9096611738,0.8717971444
large,0.902793169,0.8717971444
large,0.8679754138,0.8316619992
large,0.9311743379,0.927970469
large,0.8781919479,0.8316619992
large,0.8418826461,0.8316619992
large,0.9324435592,0.9034739137
large,0.8866772652,0.8717971444
large,0.6238269806,0.6545230746
large,0.9269306064,0.9034739137
large,0.8990765214,0.8533143997
large,0.9436113834,0.9034739137
large,0.9047454596,0.8316619992
large,0.9363872409,0.927970469
large,0.905357182,0.918425858
large,0.892736733,0.8533143997
large,0.9295408726,0.9034739137
large,0.9061317444,0.918425858
large,0.8927946091,0.8717971444
large,0.9310616851,0.9110293388
large,0.901576817,0.9003433585
large,0.8752954006,0.8316619992
large,0.9333269,0.9110293388
large,0.8832298517,0.8717971444
large,0.873192668,0.8787813783
large,0.9278975725,0.9110293388
large,0.8898514509,0.8717971444
large,0.8775446415,0.8717971444
large,0.9361068606,0.9110293388
large,0.8894687891,0.8717971444
large,0.8755238652,0.8717971444
large,0.9452562928,0.9110293388
large,0.8930857778,0.8717971444
large,0.8729703426,0.8787813783
large,0.9470385313,0.9281688333
large,0.8968571424,0.8717971444
large,0.8872181773,0.9003433585
large,0.9420058131,0.9281688333
large,0.8974859118,0.8717971444
large,0.8787220716,0.8717971444
large,0.9274719357,0.9281688333
large,0.8913738728,0.8717971444
large,0.8547333479,0.8717971444
large,0.9299494624,0.9281688333
large,0.9023749828,0.9034739137
large,0.8897957206,0.9034739137
large,0.9372588396,0.9281688333
large,0.9048438072,0.8717971444
large,0.877038002,0.8717971444
large,0.931199789,0.9281688333
large,0.910017848,0.9034739137
large,0.8712999225,0.8717971444
large,0.9297429919,0.9281688333
large,0.9077663422,0.9034739137
large,0.8734045625,0.8717971444
large,0.9305254817,0.9110293388
large,0.9049781561,0.9034739137
large,0.884552002,0.8717971444
large,0.9359653592,0.9281688333
large,0.9172911048,0.9034739137
large,0.8711319566,0.8717971444
large,0.9254955053,0.8902837038
large,0.9175027013,0.9034739137
large,0.882578969,0.8717971444
large,0.9271002412,0.8902837038
large,0.9171867371,0.9034739137
large,0.884830296,0.8717971444
large,0.9284597635,0.9110293388
large,0.9185810685,0.9034739137
large,0.8847644329,0.8717971444
large,0.9172720313,0.9034739137
large,0.9054590464,0.9110293388
large,0.9260808825,0.9466176033
large,0.9252973795,0.9034739137
large,0.9144795537,0.9034739137
large,0.9061352611,0.8316619992
large,0.9400272965,0.927970469
large,0.8860766292,0.8316619992
large,0.9385169148,0.927970469
large,0.8450571895,0.7069088221
large,0.8416265249,0.7821026444
large,0.9374579191,0.9466176033
large,0.8427522182,0.7503580451
large,0.7798803449,0.7821026444
large,0.9232084751,0.8902837038
large,0.8455683589,0.7503580451
large,0.9256893396,0.9110293388
large,0.8259710073,0.7503580451
large,0.9370887876,0.9110293388
large,0.8201584816,0.7503580451
large,0.9372252226,0.9110293388
large,0.8366871476,0.7503580451
large,0.9387118816,0.9281688333
large,0.8474579453,0.7228156328
large,0.9387101531,0.9281688333
large,0.852778852,0.789286077
large,0.9349440932,0.9281688333
large,0.8384728432,0.6593308449
large,0.9365266562,0.9422159791
large,0.8426313996,0.6593308449
large,0.9355527163,0.9281688333
large,0.8330809474,0.7228156328
large,0.9324082732,0.9422159791
large,0.8541486263,0.7503580451
large,0.9321122169,0.9281688333
large,0.8524397612,0.7503580451
large,0.938170433,0.9422159791
large,0.8591516614,0.7503580451
large,0.9454110861,0.9281688333
large,0.8410090804,0.6083088517
large,0.9401162863,0.9281688333
large,0.8311145902,0.5548050404
large,0.935151279,0.9281688333
large,0.8209361434,0.6083088517
large,0.9315469265,0.9110293388
large,0.8402909636,0.7069088221
large,0.9220705628,0.8654152155
large,0.8425124288,0.7069088221
large,0.8942693472,0.8359487057
large,0.8312751055,0.6083088517
large,0.9297243357,0.8902837038
large,0.8690934181,0.7821026444
large,0.9147698879,0.8902837038
large,0.8148139119,0.579200089
large,0.9298074245,0.8654152155
large,0.7316437364,0.4451949298
large,0.8924329281,0.9034739137
large,0.8095447421,0.6545230746
large,0.8492603302,0.9034739137
large,0.8218654394,0.5
large,0.7953695059,0.5
large,0.780690074,0.8717971444
large,0.7894287705,0.3454769254
large,0.7191374898,0.7619017959
large,0.7822427154,0.2771843374
large,0.8468781114,0.3454769254
large,0.7442245483,0.3454769254
large,0.7419122458,0.4207999408
large,0.6877620816,0.579200089
large,0.7879656553,0.579200089
large,0.7739827037,0.579200089
large,0.8023959398,0.7228156328
large,0.7780476809,0.7821026444
large,0.8655595183,0.8717971444
large,0.8668950796,0.8717971444
large,0.8692403436,0.8717971444
large,0.8978286386,0.8717971444
large,0.9087718129,0.8717971444
large,0.8916906118,0.8717971444
large,0.8830054998,0.8717971444
large,0.8934051394,0.8316619992
large,0.8577919006,0.7821026444
large,0.8960703015,0.8316619992
large,0.8987829089,0.9034739137
large,0.9061037302,0.8717971444
large,0.9061771631,0.8717971444
large,0.9197922349,0.9034739137
large,0.9204668999,0.927970469
large,0.9223475456,0.927970469
large,0.9141340852,0.9034739137
large,0.930332303,0.927970469
large,0.9422594309,0.927970469
large,0.9232843518,0.8902837038
large,0.9256899357,0.9110293388
large,0.9293749332,0.8902837038
large,0.9235894084,0.9110293388
large,0.9245065451,0.8902837038
large,0.9405348897,0.9110293388
large,0.936329186,0.9110293388
large,0.9421858788,0.9110293388
large,0.9379640222,0.9110293388
large,0.9422392249,0.9281688333
large,0.9400880933,0.9110293388
large,0.9350293279,0.9110293388
large,0.9185408354,0.9110293388
large,0.933796823,0.9281688333
large,0.9203777313,0.9281688333
large,0.9251178503,0.9110293388
large,0.9172911048,0.9110293388
large,0.9285965562,0.9110293388
large,0.9382368922,0.9110293388
large,0.9354531765,0.8902837038
large,0.9451841712,0.9110293388
large,0.9408140182,0.8902837038
large,0.9527752995,0.8902837038
large,0.9295281768,0.9110293388
large,0.8611814976,0.6677176952
large,0.8791285157,0.7821026444
large,0.8432466388,0.8316619992
large,0.7461696863,0.4420590997
large,0.643679142,0.3321607411
large,0.7146739364,0.5
large,0.7023149729,0.6678392291
large,0.7304220796,0.4323611856
large,0.4712959528,0.3856537044
large,0.8030310273,0.6143462658
large,0.8307006359,0.7173263431
large,0.8478996754,0.7620674372
large,0.7067694664,0.7173263431
large,0.8207182288,0.5
large,0.8873610497,0.6678392291
large,0.897877872,0.8016846776
large,0.886285007,0.8016846776
large,0.8280196786,0.7620674372
large,0.8789501786,0.8655852079
large,0.876144886,0.8361239433
large,0.8957996368,0.8361239433
large,0.8812496066,0.6678392291
large,0.8454974294,0.7620674372
large,0.842274189,0.6678392291
large,0.8309527636,0.7959416509
large,0.8247365355,0.6678392291
large,0.8561077118,0.7959416509
large,0.7889003754,0.6935294271
large,0.8161759973,0.7959416509
large,0.8645880222,0.7481737733
large,0.6864406466,0.6328464746
large,0.7585125566,0.6935294271
large,0.6625233889,0.5
large,0.6126899123,0.5676388144
large,0.6305798888,0.5676388144
large,0.4190121293,0.4323611856
large,0.7656520605,0.7883042693
large,0.7115368843,0.7060942054
large,0.7315050364,0.7883042693
large,0.7497908473,0.7060942054
large,0.7254227996,0.7060942054
large,0.7500594854,0.7060942054
large,0.7332793474,0.7060942054
large,0.7658295631,0.7060942054
large,0.7337629199,0.7060942054
large,0.7769724131,0.7060942054
large,0.7427079082,0.7060942054
large,0.78391397,0.7060942054
large,0.7923778296,0.7883042693
large,0.7489838004,0.7060942054
large,0.7969899178,0.7060942054
large,0.7861830592,0.6196180582
large,0.8350340128,0.7883042693
large,0.8225231171,0.7060942054
large,0.8338704109,0.7060942054
large,0.8533398509,0.7883042693
large,0.8734304905,0.7883042693
large,0.8459488153,0.7883042693
large,0.8617027998,0.7883042693
large,0.8342734575,0.7883042693
large,0.7775245905,0.6078406572
large,0.558541894,0.4476315081
large,0.4396738112,0.3473438323
large,0.4694951177,0.3963994384
large,0.4279690683,0.3963994384
large,0.511965394,0.3671534956
large,0.5485884547,0.3013283312
large,0.5752138495,0.5
large,0.5989068747,0.3473438323
large,0.5089254379,0.4476315081
large,0.5039026141,0.4476315081
large,0.3871258795,0.2589898407
large,0.5044192672,0.2518262565
large,0.479316175,0.3064705729
large,0.532191515,0.3321607411
large,0.5472998619,0.3321607411
large,0.50996387,0.3064705729
large,0.3697679043,0.2518262565
large,0.4317821264,0.2518262565
large,0.459177047,0.3064705729
large,0.2747833133,0.2518262565
large,0.4113863111,0.2518262565
large,0.4812686145,0.3064705729
large,0.5635060668,0.3064705729
large,0.5545371175,0.2518262565
large,0.5105558634,0.3064705729
large,0.6625374556,0.3671534956
large,0.617888689,0.4323611856
large,0.499799937,0.3963994384
large,0.3276319504,0.2518262565
large,0.3878472149,0.2589898407
large,0.3719124198,0.2518262565
large,0.2746385336,0.4323611856
large,0.3238650262,0.3856537044
large,0.4863058031,0.4323611856
large,0.3513571322,0.5
large,0.3926649392,0.5
large,0.336375773,0.5
large,0.3772478104,0.3856537044
large,0.3653467596,0.4323611856
large,0.3714781404,0.3856537044
large,0.3736932278,0.4420590997
large,0.4836429358,0.5
large,0.4810414612,0.5676388144
large,0.4620169401,0.5676388144
large,0.434496671,0.5
large,0.3829613924,0.4323611856
large,0.4542066455,0.5
large,0.3335087299,0.3064705729
large,0.2506479621,0.2518262565
large,0.4795415103,0.4323611856
large,0.4661394358,0.5
large,0.3403231204,0.3064705729
large,0.5591499805,0.5
large,0.3722167909,0.3064705729
large,0.3902175725,0.4323611856
large,0.4468968511,0.5676388144
large,0.356787771,0.5
large,0.451149404,0.4323611856
large,0.4168933034,0.4323611856
large,0.5326623321,0.3671534956
large,0.6156209707,0.6328464746
large,0.6550981402,0.6935294271
large,0.2526806295,0.5
large,0.651021421,0.6935294271
large,0.6449395418,0.6328464746
large,0.3029738069,0.4420590997
large,0.6923654079,0.6328464746
large,0.7212631702,0.6328464746
large,0.6316902041,0.6328464746
large,0.6525868177,0.5676388144
large,0.6251816154,0.4323611856
large,0.6184998751,0.5
large,0.739718318,0.6935294271
large,0.6772745848,0.6328464746
large,0.3597910702,0.2826736271
large,0.7053111196,0.6935294271
large,0.741822958,0.7481737733
large,0.759250164,0.6935294271
large,0.7777617574,0.7481737733
large,0.4404812753,0.3321607411
large,0.7583939433,0.7481737733
large,0.4220555723,0.3321607411
large,0.7353230715,0.7481737733
large,0.4615495801,0.3321607411
large,0.7709375024,0.7481737733
large,0.3403714895,0.2518262565
large,0.7803527713,0.7173263431
large,0.7874179482,0.7620674372
large,0.5377642512,0.5676388144
large,0.8414198756,0.8016846776
large,0.4804665744,0.4420590997
large,0.7868005633,0.7620674372
large,0.7774350643,0.7173263431
large,0.8081413507,0.7620674372
large,0.369220227,0.3856537044
large,0.806094408,0.7620674372
large,0.3864248991,0.2518262565
large,0.8158475161,0.8016846776
large,0.8450470567,0.8016846776
large,0.8100284934,0.8016846776
large,0.8598461151,0.8016846776
large,0.8497012854,0.8361239433
large,0.8744126558,0.8361239433
large,0.8559305668,0.8016846776
large,0.8768197298,0.8361239433
large,0.9117642045,0.8655852079
large,0.909281075,0.8655852079
large,0.4322454929,0.4420590997
large,0.9083214998,0.8361239433
large,0.3587649763,0.3856537044
large,0.9057824612,0.8904441595
large,0.4672458172,0.3856537044
large,0.9341882467,0.8904441595
large,0.4092495739,0.3671534956
large,0.9277953506,0.8655852079
large,0.4841519296,0.3064705729
large,0.7708649635,0.6752201319
large,0.931940496,0.8361239433
large,0.5129799247,0.3671534956
large,0.7911542058,0.6752201319
large,0.9297147393,0.8361239433
large,0.4838870466,0.5
large,0.7546523213,0.6196180582
large,0.9328938127,0.6678392291
large,0.4451312125,0.2518262565
large,0.7420113087,0.6752201319
large,0.9397214651,0.7173263431
large,0.3357692063,0.4393097758
large,0.9436673522,0.7620674372
large,0.512219131,0.5
large,0.5886633396,0.6196180582
large,0.9399298429,0.8016846776
large,0.5042222738,0.3064705729
large,0.6130053401,0.5606901646
large,0.9436995983,0.7620674372
large,0.4843591154,0.2518262565
large,0.5048552155,0.5606901646
large,0.9436768889,0.8904441595
large,0.6398215294,0.5
large,0.6042245626,0.5606901646
large,0.934345901,0.8655852079
large,0.5776410103,0.3064705729
large,0.5958454609,0.6752201319
large,0.9423625469,0.9111772776
large,0.7180226445,0.6196180582
large,0.9503697753,0.9111772776
large,0.7134177685,0.7262849212
large,0.9472603202,0.9111772776
large,0.7342643142,0.7262849212
large,0.9488301277,0.8904441595
large,0.7881404757,0.7262849212
large,0.9469274879,0.9111772776
large,0.7615643144,0.7262849212
large,0.9540171623,0.9111772776
large,0.7960239649,0.7262849212
large,0.9552478194,0.8655852079
large,0.8269062042,0.7262849212
large,0.9508689642,0.8361239433
large,0.8241705894,0.7262849212
large,0.9454423189,0.8361239433
large,0.7454996705,0.7060942054
large,0.9447054267,0.8655852079
large,0.7981151938,0.7060942054
large,0.919273138,0.8361239433
large,0.8981210589,0.9034739137
large,0.9132537246,0.9034739137
large,0.9062463641,0.9034739137
large,0.9047346115,0.9034739137
large,0.9070310593,0.9034739137
large,0.8965293169,0.9034739137
large,0.8911456466,0.9034739137
large,0.8774552941,0.9034739137
large,0.9008768201,0.8717971444
large,0.8652287126,0.8717971444
large,0.8772652745,0.8717971444
large,0.8704528213,0.9034739137
large,0.8829784393,0.8717971444
large,0.8793126941,0.8717971444
large,0.8854752183,0.8717971444
large,0.8776233196,0.8717971444
large,0.8812353611,0.8717971444
large,0.8913456202,0.8717971444
large,0.8956449628,0.9034739137
large,0.8988001943,0.9034739137
large,0.903916657,0.8717971444
large,0.8951021433,0.8717971444
large,0.910775423,0.8717971444
large,0.9078711867,0.8717971444
large,0.9014691114,0.8717971444
large,0.9083853364,0.9034739137
large,0.8917585015,0.8717971444
large,0.8871846795,0.8316619992
large,0.8035591841,0.4207999408
large,0.6883993149,0.579200089
large,0.699658215,0.4207999408
large,0.4044470191,0.4476315081
large,0.3943952024,0.3064705729
large,0.5437763929,0.4476315081
large,0.4909940064,0.6526561975
large,0.4097813666,0.3963994384
large,0.5021743774,0.5676388144
large,0.3496621847,0.5
large,0.3056224287,0.5523685217
large,0.6332485676,0.6036005616
large,0.6449098587,0.4323611856
large,0.5974128842,0.5676388144
large,0.6973509192,0.6328464746
large,0.8678937554,0.7503580451
large,0.7288033366,0.6328464746
large,0.8442313075,0.7503580451
large,0.6676646471,0.6036005616
large,0.8721314073,0.789286077
large,0.4410719573,0.4476315081
large,0.891187191,0.8235710263
large,0.515876174,0.6526561975
large,0.883046627,0.8235710263
large,0.6017158031,0.5
large,0.8696576357,0.789286077
large,0.4017395973,0.4476315081
large,0.8876752853,0.8235710263
large,0.5171067715,0.5676388144
large,0.8887161613,0.8316619992
large,0.4679564536,0.5676388144
large,0.8909313083,0.8787813783
large,0.4879960418,0.5523685217
large,0.8953569531,0.8316619992
large,0.4986736774,0.5523685217
large,0.8845715523,0.8533143997
large,0.3442192972,0.3671534956
large,0.809686482,0.7503580451
large,0.4985175133,0.5
large,0.8506287336,0.7228156328
large,0.6230938435,0.5676388144
large,0.8851646185,0.8316619992
large,0.6313177943,0.5676388144
large,0.8802600503,0.7821026444
large,0.5286094546,0.4476315081
large,0.8951776028,0.8717971444
large,0.7430531383,0.5676388144
large,0.9113749862,0.8717971444
large,0.7247365117,0.5523685217
large,0.9007211328,0.8717971444
large,0.542075336,0.4323611856
large,0.8982074261,0.8316619992
large,0.9049447775,0.9034739137
large,0.4324423373,0.5
large,0.9120067358,0.8717971444
large,0.925235033,0.9034739137
large,0.9218099713,0.9034739137
large,0.9243674874,0.9034739137
large,0.945150733,0.927970469
large,0.921546638,0.9034739137
large,0.6238709092,0.6935294271
large,0.9218457341,0.927970469
large,0.9368354082,0.9110293388
large,0.9191912413,0.9110293388
large,0.9317697287,0.9110293388
large,0.6008298993,0.5676388144
large,0.9420502782,0.9281688333
large,0.9350067973,0.9110293388
large,0.5875518918,0.6036005616
large,0.9412201047,0.9110293388
large,0.9437705278,0.9110293388
large,0.9481827617,0.9110293388
large,0.2713220119,0.4323611856
large,0.9387384653,0.9281688333
large,0.9225564003,0.8902837038
large,0.9375741482,0.9110293388
large,0.9069653749,0.8359487057
large,0.4787630141,0.5
large,0.4983458519,0.4323611856
large,0.3165852427,0.3064705729
large,0.6069605947,0.5
large,0.4405527115,0.3064705729
large,0.4405813813,0.5
large,0.6749315262,0.5
large,0.4451856315,0.3671534956
large,0.6350675225,0.6328464746
large,0.4844434261,0.3064705729
large,0.5064827204,0.4323611856
large,0.3603164852,0.2518262565
large,0.4405703247,0.3064705729
large,0.4480840266,0.4323611856
large,0.3810620904,0.3671534956
large,0.3504411578,0.4323611856
large,0.3673305809,0.5676388144
large,0.5775296092,0.5676388144
large,0.4743465483,0.6328464746
large,0.3572409749,0.6935294271
large,0.3854338229,0.6328464746
large,0.3992797136,0.6328464746
large,0.3737805188,0.6328464746
large,0.2564848363,0.5676388144
large,0.5953381658,0.7173263431
large,0.6865350604,0.4420590997
large,0.7589203715,0.5579409003
large,0.4613852799,0.8904441595
large,0.6015983224,0.6143462658
large,0.6658183336,0.6678392291
large,0.6047375202,0.4420590997
large,0.4390803874,0.6143462658
large,0.6594572067,0.6678392291
large,0.6894922256,0.7173263431
large,0.5504242182,0.2826736271
large,0.8201144338,0.8316619992
large,0.8039619923,0.7821026444
large,0.8460606337,0.8533143997
large,0.8345208764,0.8316619992
large,0.8575297594,0.8533143997
large,0.855155468,0.8533143997
large,0.8635935783,0.8316619992
large,0.8609440327,0.8316619992
large,0.861564219,0.8533143997
large,0.8551583886,0.8533143997
large,0.8779377937,0.8787813783
large,0.8798500299,0.8533143997
large,0.8637294769,0.8533143997
large,0.8683092594,0.8533143997
large,0.8652864099,0.8533143997
large,0.8439911008,0.8235710263
large,0.8373991847,0.789286077
large,0.8320444226,0.7503580451
large,0.857721746,0.8235710263
large,0.8628848791,0.8235710263
large,0.8473408818,0.8235710263
large,0.8322840929,0.7821026444
large,0.8572590947,0.7821026444
large,0.8644179106,0.7821026444
large,0.8589049578,0.8316619992
large,0.8469042778,0.789286077
large,0.8472607136,0.8316619992
large,0.857826829,0.8316619992
large,0.8549022079,0.8316619992
large,0.8512844443,0.8316619992
large,0.8582555056,0.8316619992
large,0.8628171682,0.8533143997
large,0.861598134,0.789286077
large,0.8778540492,0.8316619992
large,0.8845000267,0.8316619992
large,0.8848169446,0.8316619992
large,0.8668479323,0.8316619992
large,0.8707154989,0.8717971444
large,0.870629549,0.8316619992
large,0.8628245592,0.8316619992
large,0.86956352,0.8316619992
large,0.8644387722,0.8316619992
large,0.8774620295,0.8717971444
large,0.8840354681,0.8717971444
large,0.9035905004,0.9034739137
large,0.9009850621,0.8717971444
large,0.8811519742,0.8316619992
large,0.880064249,0.8717971444
large,0.8620734215,0.8316619992
large,0.8959642649,0.8717971444
large,0.9054657817,0.8717971444
large,0.9021948576,0.8717971444
large,0.9135930538,0.9034739137
large,0.9096243978,0.9034739137
large,0.9128122926,0.9034739137
large,0.9138050675,0.9034739137
large,0.9176108837,0.9034739137
large,0.9172448516,0.9034739137
large,0.9158623815,0.9034739137
large,0.91232723,0.9034739137
large,0.9134604931,0.9034739137
large,0.8989602327,0.9034739137
large,0.9067603946,0.9034739137
large,0.9150341153,0.9034739137
large,0.9081365466,0.9034739137
large,0.910740912,0.9034739137
large,0.9052327275,0.9034739137
large,0.9103813767,0.9034739137
large,0.915774107,0.9034739137
large,0.9107467532,0.9034739137
large,0.9085610509,0.9034739137
large,0.906509161,0.9034739137
large,0.909203887,0.8717971444
large,0.9076682329,0.8717971444
large,0.9028331041,0.8717971444
large,0.8472668529,0.8235710263
large,0.8932752609,0.8717971444
large,0.8533143401,0.8235710263
large,0.8970065713,0.9034739137
large,0.8497835994,0.8235710263
large,0.9085643888,0.9034739137
large,0.869366765,0.8235710263
large,0.9096605182,0.9034739137
large,0.8820915818,0.8533143997
large,0.9143885374,0.9034739137
large,0.8627089858,0.8235710263
large,0.9155786037,0.9034739137
large,0.879589498,0.8316619992
large,0.9142897725,0.9034739137
large,0.8832728267,0.8316619992
large,0.900056839,0.8717971444
large,0.8699068427,0.8533143997
large,0.9061655402,0.9034739137
large,0.8584042788,0.8235710263
large,0.8852388859,0.8717971444
large,0.8822983503,0.8316619992
large,0.9061986208,0.9034739137
large,0.8704091907,0.789286077
large,0.9025151134,0.9034739137
large,0.8893213272,0.8533143997
large,0.9012656212,0.9034739137
large,0.8700291514,0.8316619992
large,0.9004427195,0.8717971444
large,0.8578456044,0.8316619992
large,0.7712879777,0.8235710263
large,0.8759380579,0.8717971444
large,0.864074111,0.8533143997
large,0.7738010287,0.7503580451
large,0.8780251741,0.8717971444
large,0.8510890603,0.8533143997
large,0.7784751654,0.7503580451
large,0.9191886187,0.9034739137
large,0.8841759562,0.8533143997
large,0.7732277513,0.7503580451
large,0.9131718278,0.9034739137
large,0.8674655557,0.8316619992
large,0.8057645559,0.789286077
large,0.9010491371,0.9034739137
large,0.8933970332,0.8316619992
large,0.7928767204,0.789286077
large,0.897361517,0.8717971444
large,0.8963845968,0.8787813783
large,0.7942765355,0.7821026444
large,0.898167789,0.8717971444
large,0.8854395151,0.8717971444
large,0.8144683838,0.789286077
large,0.9109308124,0.9034739137
large,0.8795910478,0.8717971444
large,0.8301594257,0.789286077
large,0.9010530114,0.9034739137
large,0.8894204497,0.8717971444
large,0.8367020488,0.8235710263
large,0.893271029,0.8717971444
large,0.8777903914,0.8316619992
large,0.8278828263,0.8235710263
large,0.9007782936,0.8717971444
large,0.8716896176,0.8717971444
large,0.8389052749,0.8316619992
large,0.9092260599,0.927970469
large,0.8950499892,0.8717971444
large,0.8493524194,0.8235710263
large,0.8844821453,0.8717971444
large,0.8819406033,0.9034739137
large,0.820465982,0.8316619992
large,0.9118506908,0.9034739137
large,0.886793375,0.8717971444
large,0.8169342875,0.789286077
large,0.9187180996,0.8717971444
large,0.8917796016,0.9034739137
large,0.833363533,0.7821026444
large,0.9009259343,0.9034739137
large,0.8895945549,0.8717971444
large,0.7938827276,0.7821026444
large,0.8987470269,0.8717971444
large,0.8955665231,0.9034739137
large,0.8186985254,0.7821026444
large,0.9119041562,0.9034739137
large,0.8962831497,0.8717971444
large,0.8381825686,0.8316619992
large,0.9239860773,0.9034739137
large,0.8930640817,0.8717971444
large,0.8266562223,0.8316619992
large,0.9178113937,0.9034739137
large,0.8882002234,0.8717971444
large,0.8413109779,0.7821026444
large,0.9021348953,0.9034739137
large,0.8888132572,0.8717971444
